field_variance,field_range,subDomains,meshNodes,beta0.true,RMSE_MeshExact,RMSE_Voronoi,RMSE_DualMesh,RMSE_DualMeshExtra,RMSE_DualMeshExtraMeshMapped,RMSE_BarycentricPointSpread,RMSE_BarycentricPointSpreadManyPoints,RMSE_AvgApproxMethods,bias_MeshExact,bias_Voronoi,bias_DualMesh,bias_DualMeshExtra,bias_DualMeshExtraMeshMapped,bias_BarycentricPointSpread,bias_BarycentricPointSpreadManyPoints,bias_AvgApproxMethods,sd_MeshExact,sd_Voronoi,sd_DualMesh,sd_DualMeshExtra,sd_DualMeshExtraMeshMapped,sd_BarycentricPointSpread,sd_BarycentricPointSpreadManyPoints,sd_AvgApproxMethods
0.1,0.25,32,359,0,0.0491412536358976,0.0461910874076646,0.0463031276511762,0.0473985183122163,0.0462798180246336,0.047011646004418,0.0464651338806229,0.0464403561892981,-0.0490168082693845,-0.0460147053385794,-0.0461514111926432,-0.0472689792377903,-0.0461462498850577,-0.0468799979015629,-0.0463321013255112,-0.0463048931286709,0.00652853219047032,0.00764255392355577,0.00746406955818859,0.00655501532137835,0.00656966835543586,0.00656306660419017,0.0065680484059086,0.00691333093046086
0.1,0.25,32,1179,0,0.0436824434182226,0.0340214769751853,0.0343536246425045,0.0360656159357081,0.0340297301150095,0.0351132975288463,0.0343076714522776,0.0343588016174964,-0.0436332082051377,-0.0339184189247294,-0.0342775012760939,-0.0360015074672527,-0.0339597714629074,-0.0350454895347276,-0.0342382865517485,-0.0342878935500414,0.00711244118083412,0.00770756456405435,0.00757441253697316,0.00722489671050689,0.00724768333339211,0.00724158720485214,0.00724710201045094,0.00737712748122178
0.1,0.25,32,4324,0,0.0307539953936151,0.00928706059351558,0.00972983601163764,0.0119689350057866,0.00963621286689827,0.00975273443386509,0.0097015439875863,0.00961118547125386,-0.0307388102845861,-0.00914274144979591,-0.00963925326948534,-0.0119065983518496,-0.00955442033569378,-0.00967185086263876,-0.00962029376577358,-0.00952571193667747,0.00739327592292098,0.00786682676202033,0.00781069034188537,0.00764171644443748,0.00766088133122074,0.00765943769480017,0.00766055257962643,0.00771994087549227
0.1,0.25,32,16429,0,0.0148327546034413,0.0110938591637788,0.010755540823507,0.00924920616553861,0.0107555275924516,0.0107781418224571,0.0107559929161761,0.0108256466979599,-0.0148284360389764,0.0110633777819093,0.0107345828146573,0.0092279414127654,0.010736344263091,0.0107589838370269,0.0107368102485968,0.0108060197890562,0.0075712380771653,0.00788864744334423,0.00786916553918563,0.00781374259551658,0.00782138056840633,0.00782115003807323,0.00782139657335678,0.00784133897322364
0.1,0.5,1,126,0,0.0489744177633307,0.0457108069050217,0.045845812662036,0.0463554837854254,0.0457857338328061,0.0470978674784541,0.0463838977047117,0.0461562507629557,-0.0489126252575927,-0.0455914039429207,-0.0457688864126392,-0.0462859535369629,-0.0457141055134073,-0.0470281931671772,-0.0463131453988965,-0.0460831468870082,0.0105881445522692,0.0109882924521624,0.0109747325779868,0.0106571686316094,0.0106662145893452,0.0106587393811304,0.0106637873945288,0.0107552353411281
0.1,0.5,1,183,0,0.047378568897463,0.0421520269943131,0.0423637795964174,0.042973345590253,0.0423259122184064,0.0429414107768492,0.0426216211254043,0.0424679234014419,-0.0473346197642647,-0.0420215969867986,-0.0422977401870045,-0.0429181810721386,-0.0422685913622866,-0.0428848879769442,-0.0425646726598908,-0.042407497834585,0.0107065769650186,0.0114201537842855,0.0112230134070361,0.0108285312751877,0.010839410597681,0.0108349993642392,0.0108380312178225,0.0109840831368254
0.1,0.5,1,359,0,0.0436995220466669,0.0342464347769832,0.0345371963106605,0.0352292105855061,0.0344466806957522,0.0352150711477223,0.0342348274680845,0.0345230653596731,-0.043669991458978,-0.0341195017233965,-0.0344724931343335,-0.0351777941939457,-0.0343927335175504,-0.0351622400620284,-0.0341805448381208,-0.0344655026550859,0.0107979978769008,0.0115525900585747,0.0113647104326304,0.0110074607741645,0.0110183840266339,0.0110129185297157,0.0110194414788837,0.0111561912850019
0.1,0.5,1,1179,0,0.0311707643175826,0.0100965743814532,0.0105053746967402,0.0110408124270563,0.0104920262281462,0.0105559717357823,0.01048309245734,0.0104114541225789,-0.03115317891921,-0.00986988535071854,-0.0103818500455986,-0.0109262540832253,-0.010369339754434,-0.0104340185437769,-0.0103602919823807,-0.0102830771353818,0.0109940592594252,0.0114661048451698,0.0114168222155795,0.011389520155367,0.0113941157254409,0.0113933770915328,0.0113941768228971,0.0113997884358013
0.1,0.5,1,4324,0,0.0150112815332609,0.0103572141720195,0.0100429722649513,0.00965962548164075,0.0100408637352981,0.00998986484662657,0.0100474933826649,0.0100916274541589,-0.0150070714042697,0.0103002334663393,0.0100072470286942,0.00962418129559095,0.0100063088962489,0.00995513265067943,0.0100129617734949,0.0100563767630913,0.0112036425665667,0.0116037969964306,0.0115804809396995,0.0115590818989188,0.011562751478256,0.0115622540877756,0.0115627770395823,0.0115707904319825
0.1,0.5,1,16429,0,0.00511177370196467,0.0112902722725312,0.0112584015898518,0.0111310087110156,0.0112585999655526,0.0112448532607389,0.0112601163254332,0.0112619860902776,-0.00511088905350481,0.0112834560501185,0.0112539902993295,0.0111267022481598,0.0112543088310226,0.0112405562636557,0.011255825644253,0.0112576274176759,0.011320514949977,0.0115273903545944,0.0115264204699758,0.0115207685014659,0.0115215604826958,0.0115214916768021,0.0115215653650182,0.0115232326571991
0.1,0.5,2,126,0,0.0490945579855634,0.0459817950948006,0.0460439153734208,0.0466844162487483,0.0459861685077725,0.0530353418284355,0.0469299886669575,0.0475717152437802,-0.0488447025247545,-0.0455727538045887,-0.0457481851944001,-0.0464146647425963,-0.0457092093713529,-0.0527943102262777,-0.0466584678832694,-0.0472965852959778,0.0143601015471353,0.0151868103660792,0.0151591140434713,0.0144477623509916,0.0144655687789166,0.0143989454123774,0.014456336768381,0.0146669682096888
0.1,0.5,2,183,0,0.0474783048590212,0.042355600220768,0.0425073637256654,0.0433923946174599,0.0424233624363007,0.0420798318365351,0.042775036332247,0.0424038921971072,-0.0473228074525097,-0.0420417221407794,-0.0422932829203572,-0.0432101594437059,-0.0422328837830667,-0.0418876955582683,-0.042586051050366,-0.0422083270905675,0.0146825534369064,0.0158214767348971,0.0156208049596567,0.0148293011920392,0.0148529425787481,0.0148531715772269,0.0148498354535751,0.0151378518214113
0.1,0.5,2,359,0,0.0437898930892008,0.0345262784260753,0.0347520567785343,0.0358527017474899,0.034642866886303,0.0359582407977883,0.0345990434226013,0.0348692666221226,-0.0436931018860552,-0.0342310938588463,-0.0345695719166699,-0.0357103796779488,-0.0344917006820817,-0.0358125039681491,-0.0344476775666633,-0.0347105095984821,0.0149452362925083,0.0162592198125594,0.0159590341650233,0.0152226875634047,0.0152471863611663,0.0152337551182367,0.0152474720724957,0.0155370836714181
0.1,0.5,2,1179,0,0.0311805761437963,0.0103090963159612,0.0106541655917607,0.0117270346583557,0.0106174777895952,0.0106513035294237,0.0105735012488678,0.01052807239448,-0.0311357188117231,-0.00982828284794239,-0.0103752330379567,-0.0114939408285261,-0.0103513764064359,-0.0103859655665233,-0.0103062624526278,-0.0102494240622972,0.0152890994482876,0.0160573242237723,0.015952438153162,0.0158121967222485,0.0158299602234545,0.0158292086210914,0.0158301899662872,0.0158790570703148
0.1,0.5,2,4324,0,0.014924643647657,0.0104790748353666,0.0101691653640587,0.00936897022643718,0.0101623349207497,0.0100972250696254,0.0101794617592187,0.0102095957345732,-0.0149143678114877,0.0103666823241432,0.0100955720707604,0.0092964368629715,0.0100934053363505,0.0100278821582583,0.0101106465839234,0.0101388376946872,0.0156010951095964,0.0161826207844697,0.0161502226388245,0.0160919837122078,0.0161024836483822,0.0161013402382994,0.0161025774526867,0.0161227774409875
0.1,0.5,2,16429,0,0.00508986431502302,0.011295991498778,0.0112619280018126,0.0110036100591126,0.0112618899523249,0.0112421831659561,0.0112572708337509,0.0112628999343727,-0.0050877209172276,0.0112820032941411,0.0112528608799485,0.0109950373801398,0.0112533716810979,0.0112336456517436,0.0112487497014893,0.0112541262416841,0.0157709250197699,0.016065057904846,0.0160633484435983,0.0160486149716184,0.0160508315121102,0.0160506468863762,0.0160507888767925,0.016055465617745
0.1,0.5,8,126,0,0.0492714558357709,0.0461193526940096,0.0462285023433257,0.0474149081112124,0.0461410487778244,0.0451040035067519,0.047371136762047,0.046155901962009,-0.0488704137195634,-0.0455347848563079,-0.0457158330639541,-0.0469941992301871,-0.0457039440910359,-0.0446562864208548,-0.0469453358029225,-0.0457112368470151,0.0133866760099041,0.0154877048640345,0.0154738440518776,0.013440381397253,0.0134736324287282,0.0134709505060601,0.0134618382560321,0.0141885577042242
0.1,0.5,8,183,0,0.0476916053346719,0.0426103369113268,0.042776355971269,0.0444972703802253,0.0426806510231809,0.0458834893617327,0.042893404145178,0.0433337188463765,-0.0474147498392055,-0.0421270142894195,-0.0424056524779212,-0.0441964244678991,-0.042361702633977,-0.0455863583899815,-0.0425759958527244,-0.0430113447288047,0.0138322444718859,0.0157819694301506,0.0154630688492205,0.0139350207215438,0.0139791920180816,0.0139516938086896,0.013976244875965,0.0145519177270637
0.1,0.5,8,359,0,0.0437906540074868,0.0343159559423787,0.034582144507658,0.0366455011921387,0.0345154533418257,0.0344030042190566,0.0342165843564745,0.0343741548423541,-0.0436123999800394,-0.0339026634516194,-0.0342928876585689,-0.0364146852259563,-0.0342624909323398,-0.0341490853243929,-0.0339613782266032,-0.0341137011187048,0.0141982293576706,0.0157828653790296,0.0154412425113154,0.014423517159912,0.0144702247426336,0.0144693935101153,0.0144719670973677,0.0148632883930548
0.1,0.5,8,1179,0,0.0313159241759264,0.0105766235001231,0.0108884793928524,0.0128236500571405,0.0105153454888203,0.0114438754183141,0.0108110073427505,0.0108123957460791,-0.0312509953874502,-0.0100645817255833,-0.0105549150451124,-0.0125779775196363,-0.0101969749852176,-0.0111524473150692,-0.0105019686747732,-0.0104941775491511,0.0147771952692432,0.0156558441861356,0.0155766418156083,0.0152873787627305,0.015327000130266,0.0153182859695126,0.0153254244054037,0.0154180749530104
0.1,0.5,8,4324,0,0.0150799203688868,0.0103893087044029,0.010047708694874,0.00855583308437811,0.0100335712047995,0.00985293586344744,0.0100685431259681,0.0100691949677016,-0.0150661215830466,0.0102638472287735,0.00996308977990283,0.00847212469914673,0.00995848742606083,0.00977648431393526,0.00999369833112962,0.00999112141596041,0.0151340042402819,0.0157403045760091,0.0157157914201534,0.015599295854403,0.0156170619580533,0.0156149677736958,0.0156172758450319,0.0156550658895629
